class_alegria,class_desgosto,class_medo,class_raiva,class_surpresa,class_tristeza,class_neutro,texto
0,0,0,0,0,0,1,"Mães lactantes com nova gripe devem continuar amamentando: Orientação é da Breastfeeding Network, que defende a lactação natural. 'Se o bebê estiver com gripe, então o leite materno é o alimento ideal.'"
1,0,0,0,0,0,0,"Iêmen detém suposto financiador da Al Qaeda no país: Homem também é suspeito de financiar atividades na Arábia Saudita. Hasan Husein Ben Alwan foi preso há dois dias no leste do Iêmen."
0,1,1,0,0,1,0,"Brasileiros que estão em Gaza pedem ajuda para deixar a região. Um grupo de 20 brasileiros, que têm também nacionalidade palestina, pediu ajuda ao Escritório do Brasil em Ramallah, na Cisjordânia, para deixar momentaneamente a Faixa de Gaza por temer o agravamento dos conflitos."
0,1,0,0,0,1,1,"Falso policial é preso ao abordar carro de oficial de verdade nos EUA. Matthew McMahon ligou sirenes e pediu para veículo encostar. Dentro do carro estava detetive de polícia de St. Augustine, na Flórida."
0,0,0,0,0,0,1,"Estudo revela morada de inverno dos tubarões-elefante: Criaturas migram para as regiões tropicais, fugindo do frio. Achado surpreendente foi obtido com ajuda de satélites."
0,0,0,0,0,1,0,"Batida entre três caminhões na BR-277 bloqueia estrada por 1h30. Acidente ocorreu no quilômetro 4, ainda dentro da cidade de Paranaguá, e causou interdição de 1h30 na estrada. Não houve feridos na ocorrência, segundo a PRF"
0,0,0,0,0,0,1,"Conheça as diferenças entre os principais índices de inflação: Indicadores mostram variações de preços com abrangências diferentes. Inflação oficial é medida pelo IPCA."
1,0,1,0,0,1,0,"Atentado suicida mata 7 no Iraque: Ataque ocorreu em posto policial em al-Qaim. Oito pessoas ficaram feridas, segundo o governo."
0,1,0,1,0,0,0,"Britânico se passava na internet por 'Chantelle', 14 anos, para atacar meninas. Um britânico foi condenado a 14 anos e quatro meses de prisão por estuprar uma menina de 12 anos do condado de Hampshire depois de aliciá-la pela internet fingindo ser uma adolescente."
0,0,0,0,0,0,1,"Berzoini chama empresários que demitem 'sem precisar' de 'ladrões': Presidente do PT participou de festa do Dia do Trabalho da CUT. José Genoíno também participou do evento da central."
0,0,0,0,0,1,0,"Manhã tem dois acidentes no mesmo trecho de rua de João Pessoa. Segundo a PM, condutor do veículo perdeu o controle da direção. Em seguida, no mesmo local, um ônibus coletivo atropelou um ciclista."
0,1,0,0,1,1,0,"Gari morre ao ser prensado em caminhão de coleta de lixo em RO. Funcionário da coleta urbana tinha 27 anos e morreu no local do acidente. Caminhão baú invadiu a preferencial, segundo testemunhas."
1,0,0,0,0,0,0,"Foguete decola com satélites europeus de observação: Planck e Herschel vão estudar origens do Universo. Sondas alcançarão sua órbita dentro de 60 dias."
0,0,1,0,0,1,0,"Dois casos de bactéria multirresistente são registrados em hospital da Capital. Uma bactéria com forte resistência a antibióticos foi detectada em dois pacientes em Porto Alegre."
0,0,0,0,1,0,1,"Crimeia pode privatizar empresa de energia e mira em venda para Rússia. Segundo agência russa, autoridades locais têm plano após referendo. Ideia seria vender empresa para a russa Gazprom."
0,0,0,1,0,1,1,"Bashar al-Assad rejeita exílio e diz que irá 'viver e morrer na Síria'. Ditador afirma ainda que intervenção estrangeira no conflito pode ter 'consequências globais' ."
1,0,0,0,1,0,0,"Cuidado com os pés diminui risco de amputação entre diabéticos: Região é vulnerável a infecções, perda de sensibilidade e fluxo de sangue. Medicação que controla nível de gordura no sangue minimiza problemas."
0,1,0,1,0,1,0,"Conflitos na Síria deixam 96 mortos neste domingo. Entre os vários eventos que marcaram o dia, estão a tomada do controle de um campo de petróleo no leste do país, a derrubada de um avião e a explosão de um carro-bomba próximo ao hotel Dama Rose, no centro de Damasco."
0,1,1,1,0,0,0,"Ativistas e procuradores temem que nova lei agrave conflitos na Amazônia: Regularização fundiária pode fragilizar pequenos agricultores sem acesso ao Estado."
0,1,0,0,0,1,1,"Greve de motoristas de ônibus deixa usuários sem transporte em Cuiabá. Paralisação dos motoristas começou à 0h desta terça-feira na capital. Moradores chegam atrasados aos compromissos por falta de alternativa."
0,1,0,1,0,0,0,"Exame de DNA aponta que argentino teve 7 filhos com a própria filha: Outra filha também diz que foi molestada pelo pai. Homem está em prisão de segurança máxima."
0,0,1,1,0,1,0,"Mulher é morta a tiros ao lado da filha em frente a prédio no ES. Filha da vítima também foi baleada e está internada em estado gravíssimo. Segundo a polícia, suspeito do crime é um taxista, que fugiu do local."
1,0,0,0,1,0,1,"Primeira comemoração de Obama foi através de redes sociais. No Facebook, imagem da vitória foi curtida por mais de 2,6 milhões de pessoas."
0,0,0,0,1,1,1,"Tecnologia em excesso contribui para insônia entre adolescentes, diz pesquisa: Estudos foram realizados em universidades dos Estados Unidos. Consumo de cafeína também contribui para distúrbios do sono."
0,0,1,0,1,1,0,"Comércio na Cidade do México perde R$ 240 milhões por dia com a gripe: Fechamento de cinco dias ameaça micro e pequenas empresas. governo diz que saúde é o 'mais importante'."
0,0,1,0,0,1,0,"Bebê morre após ser atropelado por avô na garagem de casa, em Trindade. Menina de 1 ano e 4 meses chegou a ser socorrida, mas não resistiu. Homem não viu neta ao retirar a caminhonete da garagem, segundo polícia."
0,1,0,0,1,0,1,"Governo estuda participação da Petrobras em todas as concessões do pré-sal: Até três projetos sobre do tema serão enviados ao Congresso, diz Lobão Ainda não há data para envio das propostas."
0,1,0,1,0,0,0,"Foragido que apareceu no Facebook perde direito à progressão de pena. Condenado por roubo, jovem de 19 anos ainda irá responder pelos crimes de fuga mediante uso de violência e desacato contra investigador da Polícia Civil"
1,0,0,0,1,1,0,"Raio-X mostra labrador 'guloso' que engoliu colher da mão da dona. Mari Reagan estava dando pudim para o cão. 'Scooby' foi submetido à cirurgia para retirada do objeto e passa bem."
1,0,0,0,1,0,1,"Aquecimento global 'beneficiou Império Inca', diz estudo: Pesquisa sugere que clima permitiu aos incas desenvolver agricultura e alimentar população crescente e exército poderoso."
0,1,0,1,0,1,0,"Assalto a banco deixa 8 mortos em Bagdá: Polícia do Iraque suspeita que autores sejam insurgentes. Cinco das vítimas dormiam durante o ataque."
1,0,0,0,1,0,0,"Homem que acordou em funerária morre de verdade nos EUA. 'Acho que desta vez ele se foi', disse sobrinha. Homem havia chocado cidade ao acordar em funerária."
0,1,0,1,1,0,0,"Empresário acusado de estupro e roubo de cargas é solto em São José. Cícero estava preso desde o último dia 4 de abril, pelos crimes de porte ilegal de armas e estupro contra uma menina de 12 anos."
0,1,0,0,1,0,1,"Presidente deposto de Honduras e golpistas preparam reunião na Costa Rica: Óscar Arias, presidente costarriquenho, será mediador na crise política. Hillary Clinton ajudou a costurar acordo após golpe que derrubou Zelaya."
0,1,0,0,1,1,0,"Monges sequestram chineses em mina de cobre em Mianmar. Dois chineses foram feitos reféns, segundo dona de mina. Sequestradores exigem a 'paralisação total' do projeto."
1,0,0,0,1,0,0,"Em termos de contas públicas, 'pior já passou', diz ministro: A partir de agora, resultado das contas deve melhorar, disse Bernardo. Governo terá que reforçar orçamento para pagar o Bolsa-Família, afirmou."
0,1,0,0,0,0,1,"Oposição recua e deve obstruir votação de apenas uma MP: PSDB e DEM desistem de impedir aprovação de medidas populares. Somente MP do Fundo Soberano será alvo de disputa."
0,1,0,0,1,1,0,"Polícia prende 4 após confronto com morte no leste da Ucrânia. Um homem de 22 anos morreu esfaqueado em Donetsk, coração da comunidade ucraniana de fala russa, depois que manifestantes pró-Moscou entraram em confronto com grupos rivais"
0,0,0,0,1,1,0,"O mais pirateado em 2010. Por mais que Hollywood lute contra, a pirataria de filmes segue firme até mesmo com uma relação daqueles com maior quantidade de downloads ao longo do ano. Na liderança do ranking está “Avatar”, não por acaso o filme de maior público na história do cinema."
0,0,0,1,0,1,0,"Distúrbios pós-eleitorais mataram 30 no Irã, diz deputado: Número oficial de mortos nos confrontos de rua é de 20. Oposição foi às ruas contra a reeleição de Ahmadinejad."
0,1,1,0,0,1,0,"Agentes prisionais ameaçam greve após denúncias de tortura em cadeias. Categoria suspendeu banhos de sol, liberação para oficinas de trabalho e visitas."
0,0,1,0,1,0,1,"Vulcão equatoriano aumenta sua atividade. O vulcão equatoriano Tungurahua, em erupção desde 1999, intensificou nesta quinta-feira sua atividade sísmica, assim como as explosões, que podem ser ouvidas em povoados onde vigora um alerta laranja ante o perigo de violentos fluxos de lava segundo o Instituto Geofísico."
1,0,0,0,1,0,0,"Porco-espinho ronca ao ser filmado durante soneca generosa. Dono filmou animal de estimação ao ouvir barulho curioso. Albertino KI escreveu que comportamento é frequente."
0,0,0,1,1,0,1,"'Não somos idiotas facilmente enganados', diz Fidel: Para ex-líder cubano, EUA querem Cuba como escravo, diz Fidel. Aos 82 anos, Fidel Castro se recupera de uma doença."
0,0,0,0,0,0,1,"Mercado de celulares deve apresentar recuo de 13,6% no 2º trimestre: Números ainda são melhores frente ao colapso do início de 2009. Principais fabricantes apresentarão seus balanços ainda neste mês."
0,1,0,1,1,0,0,"'Quero desentulhar a UTI', diz médica suspeita de matar pacientes. Segundo a investigação, Virgínia, presa na terça (19), “antecipava óbitos”, principalmente de pacientes internados pelo Sistema Único de Saúde (SUS)."
0,1,0,0,1,1,0,"Número de registros de violência contra travestis cresce em Sergipe. Travestis sofrem preconceito até para denunciar abusos, diz vítima. Documento de secretaria confirma que número de denúncias subiu."
0,0,1,0,1,1,0,"Tempestade deixa um morto e 2 milhões sem energia nos EUA. Uma violenta tempestade que afetou a região metropolitana de Washington DC na noite de sexta-feira matou uma pessoa e deixou dois milhões de moradores sem energia elétrica."
0,1,0,1,1,0,0,"Estudo da ONU encontra mais de 13 mil sites de pornografia infantil na web. A maioria das vítimas de abuso tem dez anos ou até menos. As meninas são as principais vítimas."
1,0,0,0,1,0,0,"EUA aprovam uso de remédio que previne infecção pelo vírus HIV. Autoridades norte-americanas aprovaram pela primeira vez o uso de um medicamento destinado a prevenir a infecção pelo vírus HIV. A droga, chamada Truvada, poderá ser usada por pessoas classificadas em grupos de risco ou que mantenham relações sexuais com parceiros soropositivos."
1,0,0,0,1,0,1,"EUA lançam projeto para incentivar a venda de veículos: Presidente Barack Obama e legisladores chegaram a um acordo. Consumidores vão receber bônus para trocar carro velho por novo."
0,1,0,0,0,1,0,"Presidente do Egito amplia o próprio poder por decreto. O presidente do Egito, Mohammed Morsi, emitiu nesta quinta-feira emendas constitucionais por decretos que reforçam o próprio poder da presidência e dão imunidade aos parlamentares islamitas que redigem a nova Constituição do país."
0,1,0,0,0,1,0,"Investigadores do caso Pistorius contaminaram arma do crime. Policial confessou ato em declaração durante julgamento. Atleta sul-africano responde pela morte da namorada, Reeva Steenkamp."
1,1,0,0,0,0,1,"Ônibus espacial Endeavour pousa na sexta-feira pouco antes do meio-dia: Nova inspeção vai checar eventuais danos ao escudo térmico da nave. Após erro de abordagem, cargueiro russo se acopla à ISS manualmente."
0,0,1,0,1,1,0,"Equipes encontram 22 corpos em queda de avião no Nepal. Equipes de resgate concluíram nesta quinta-feira no Nepal a retirada dos corpos das vítimas do avião que se acidentou nesta quarta-feira. Ao todo 22 pessoas estavam a bordo - a maioria peregrinos do Butão."
0,1,0,0,1,1,0,"Moradores de Salvador temem dias de medo com chegada das chuvas de verão. As fortes chuvas de verão que castigam Salvador e o interior baiano trouxeram de volta velhos problemas como deslizamentos, alagamentos, desabamentos e transbordamento de rios, tanto na capital baiana quanto no interior do estado."
0,0,0,0,1,0,1,"Mais de 50 caixas de bebidas são apreendidas em Simão Pereira, MG. Produtos entraram no estado sem recolhimento de ICMS. Segundo PRF, soma do imposto e da multa é superior a R$ 16 mil."
0,1,1,1,0,1,0,"Vândalos invadem e destroem escola no bairro da Cidade Olímpica. Escola fica numa avenida movimentada do bairro da Cidade Olímpica. Vândalos levaram todos os ventiladores e um aparelho de ar condicionado."
0,0,0,0,0,1,0,"EUA confirmam possível nova área de busca de avião no Oceano Índico. Segundo a Casa Branca, novas informações levam a abrir rota. Boeing 777 da Malaysia Airlines com 239 a bordo está sumido desde dia 7."
1,0,0,0,0,0,0,"Risco de câncer cai à metade com 30 minutos de exercícios ao dia, diz estudo: Universidades finlandesas avaliaram homens de 42 a 61 anos de idade. Trabalho foi publicado no 'British Journal of Sports Medicine'."
0,1,0,1,0,1,0,"Cinco tribos isoladas correm risco de desaparecer, alerta ONG: Quatro delas estão na Amazônia, duas no Brasil. Desmatamento é a principal ameaça aos povos, diz Survival International."
0,0,0,0,0,1,0,"Familiares se despedem de Gina Franco durante velório. Corpo de Gina Franco é velado no Instituto Augusto Franco Sepultamento será realizado às 17h no Cemitério Santa Izabel."
1,0,0,0,1,0,1,"Papa dá adeus ao Oriente Médio e pede reconhecimento do Estado palestino: Bento XVI quer que a solução de dois estados vire 'realidade' e traga paz. Pontífice visitou o Santo Sepulcro em seu último dia de peregrinação."
0,1,1,1,0,0,0,"Espanha intensifica combate a incêndios florestais: Incêndio avança sobre municípios do sul da província de Ávila. O fogo atinge a Espanha há uma semana já matou oito pessoas."
1,0,0,0,1,0,1,"Mais de 330 garçons disputam corrida no México e batem recorde. Prova foi realizada no sábado na capital Cidade do México. Participantes não podiam deixar água cair durante a corrida."
0,0,0,0,0,1,1,"Setor de serviços dos EUA vê melhora, mas continua em retração: Dado abaixo de 50 indica contração: em abril, índice ficou em 43,7. Setor de novas encomendas foi o que mais melhorou, atingindo 47 pontos."
0,1,1,1,0,1,0,"Nove estrangeiros são sequestrados no Iêmen: Governo diz que grupo rebelde xiita é autor do sequestro. Conflitos na província já mataram milhares de pessoas."
0,1,0,1,0,1,0,"Suspeitos de agredir e atear fogo em homem são detidos em Luiz Antônio. Bando foi identificado após o crime e confessou ter agido por vingança. Vítima permanece internada no Hospital das Clínicas de Ribeirão Preto."
0,1,0,1,0,1,0,"Após massacre em escola, Alemanha endurece controle de armas: Adolescente de 17 anos matou 15 pessoas em Winnenden em março. Nesta quinta (28), polícia mostrou armas apreendidas na Baixa Saxônia."
0,1,0,0,1,1,0,"Mulher que empurrou hindu no metrô de NY acusada de crime de ódio. Uma mulher de 31 anos foi acusada de cometer um crime de ódio ao empurrar no metrô da cidade de Nova York um hindu, que morreu atropelado por um trem subterrâneo."
0,1,0,0,0,1,0,"Suspensão de toque de recolher causa fuga em massa no Paquistão: Carros e ônibus lotados deixam o Vale do Swat, onde Exército enfrenta militantes do Talibã."
0,1,0,1,0,1,0,"Justiça condena ex-secretários de AL por improbidade administrativa. Sérgio Uchôa e Eduardo Ferreira atuavam na gestão de Ronaldo Lessa. Ambos terão que pagar multa e terão direitos políticos suspensos."
0,0,0,0,1,0,1,"Planta de 234 anos troca de vaso em Londres: Ela é considerada a mais antiga planta em vaso do mundo. Transplante ocorreu no Royal Botanical Gardens."
1,0,0,0,0,0,1,"Obama é reeleito presidente dos Estados Unidos. O presidente dos Estados Unidos, Barack Obama, foi reeleito na madrugada desta quarta (7) no horário de Brasília e estará à frente do país por mais quatro anos junto ao seu vice, Joe Biden."
1,0,0,0,1,0,0,"Torcedores da Arena Pantanal terão acesso a internet wi-fi grátis na Copa. Estádio terá 134 antenas para internet sem fio, segundo Sinditelebrasil. Serviço será disponibilizado em conjunto por operadoras de telefonia móvel."
0,0,0,0,1,0,0,"Zoológico de Moscou exibe rara cobra de duas cabeças. Réptil em exibição na capital russa é da espécie cobra real californiana. Segundo zoo, ocorrência de cobras de 2 cabeças é de uma em 1 milhão."
0,1,0,0,0,1,0,"Explosão em ônibus deixa pelo menos 10 feridos em Tel Aviv. Circunstâncias do incidente ainda não estão esclarecidas, mas governo israelense trata como atentado."
0,1,0,1,1,1,0,"Câmeras flagram avó, filhos e netos roubando óculos em loja de Cascavel. No total, grupo levou 39 óculos. prejuízo foi de quase R$ 15 mil. Imagens foram cedidas pela Polícia Civil. ação durou cerca de 15 minutos."
0,0,1,0,0,0,0,"França tem primeiros casos de gripe suína. vírus chega também a Hong Kong: Grã-Bretanha tem primeiro paciente que não foi ao México. Estados Unidos veem casos aumentarem de 109 para 141."
0,0,1,0,0,1,0,"Pacientes que já contraíram dengue temem nova contaminação. O maior temor de quem acabou de se recuperar de uma contaminação pelo vírus da dengue é contrair a doença novamente."
0,0,0,0,0,0,1,"Vettel admite 'alívio' após bom desempenho em treino. Sebastian Vettel não escondeu o alívio após se destacar nos treinos livres do GP da Austrália, nesta sexta-feira, em Melbourne."
1,0,0,0,0,0,1,"Michelle Obama inova com jeito franco na Casa Branca: Primeira-dama dos EUA é conhecida por ser honesta e 'pé no chão'. Mães se identificam com seus comentários sobre família e trabalho."
0,1,0,0,0,0,1,"Revisor do processo do mensalão diz que josé dirceu não cometeu corrupção ativa. O ex-ministro-chefe da casa civil josé dirceu está sendo inocentado da acusação de corrupção ativa pelo revisor da ação penal 470, ministro ricardo lewandowski."
0,0,0,0,0,1,0,"Cerca de 120 pessoas morrem no incêndio em fábrica têxtil em Bangladesh.Além das mortes, cerca de 100 trabalhadores ficaram feridos."
0,1,0,0,0,1,0,"Mãe divulga na web fotos dos filhos com armas, diz polícia: Imagens mostram garotos de 12 , 13 e 16 anos simulando um assalto. Ela vai responder pelo crime de apologia ao crime em Campo Grande."
0,0,0,0,0,1,1,"Italiano da seleção é internado com lesão no tórax. O lateral-direito do Napoli e da seleção italiana, Christian Maggio, foi internado em um hospital de Nápoles, na noite de quinta-feira, por conta de uma trauma pneumo-torácico."
0,1,0,0,0,1,0,"Brasil vive 'crise de imagem' às vésperas da Copa. Para analistas, país perdeu oportunidade de melhorar sua reputação no exterior."
0,1,0,0,1,0,0,"Dona de casa diz ter achado sapo no molho de tomate. Uma moradora de Franca, no interior paulista, teve uma surpresa desagradável ao preparar uma macarronada para a família. Quando despejou o molho na panela, assim que esquentou ele começou a espirrar para todo lado. Ao verificar o que acontecia, se deparou com um objeto estranho em seu interior. Assustada, a mulher e a família perderam até a fome devido à aparência repugnante daquilo que estava no meio do molho."
1,0,1,0,1,0,0,"Ambulatório para atender suspeitos da nova gripe é inaugurado em MG: Área no Hospital Eduardo de Menezes pode atender 120 pessoas por dia. Na rede particular, médicos fazem triagem de pacientes em contêiner."
0,0,0,0,1,1,0,"Tempestade Sandy deixa rastro de 71 mortes no Caribe, a maioria no Haiti. A passagem do Furacão Sandy, rebaixado à categoria de tempestade, pelo Caribe deixou para trás um rastro de 71 mortes."
0,1,0,0,0,1,0,"Empresária suspeita de matar família no RS vai para penitenciária: Ela foi levada para a Penitenciária Madre Pelletier, em Porto Alegre. Empresária do setor calçadista estava presa em hospital desde 15 de abril."
0,1,0,0,1,0,1,"Busto de 96 anos é encontrado dentro de açude no Sertão da PB. Identidade da pessoa esculpida e do artista ainda são desconhecidas. Objeto está exposto para historiadores descobrirem a origem da peça."
0,0,0,0,1,1,1,"Opositores iranianos participarão de homenagem a vítimas de confrontos: Decisão desafia ordem de religiosos para evitar aglomerações. Mãe de Neda, morta nos confrontos, convidou Moussavi para cerimônia."
0,0,1,0,1,0,0,"Clientes de shopping se assustam com suposta bomba deixada por trio durante assalto. Os bandidos deixaram a suposta bomba em cima do balcão da loja, deixando os funcionários e clientes assustados."
0,1,0,0,1,1,0,"Adolescente é apreendido com crack e cocaína em Angatuba. Ele foi flagrado pela GCM em uma pista de caminhada na Vila Nova. Foram encontradas com o suspeito 69 pedras de crack e uma porção de cocaína."
0,1,0,0,0,1,0,"Senadores com imóvel em Brasília continuarão recebendo auxílio-moradia: Mão Santa (PMDB-PI) afirma que benefício é para todos. José Sarney (PMDB-AP), não precisaria, mas vai devolver."
0,1,0,0,0,0,1,"Instalação da CPI da Petrobras não tem data para acontecer, diz senador: Paulo Duque (PMDB-RJ) é o responsável por convocar primeira reunião. Impasse por relatoria da comissão das ONGs barra começo dos trabalhos."
0,1,0,0,1,1,0,"Médico receita vodca para bebês no interior do Espírito Santo. Luana então divulgou uma imagem da receita nas redes sociais, indignada."
0,0,0,0,1,1,1,"Governo do RN decreta luto de três dias por morte de procurador-geral. Miguel Josino caiu do 1º andar do prédio onde morava, em Candelária. Governo emitiu nota nesta segunda lamentando a morte do procurador."
0,1,0,0,0,0,1,"Governo avalia que nem toda bancada do PT quer afastamento de Sarney: Para ministro José Múcio, posição é apenas de alguns senadores petistas. PT emitiu nota após gravações mostrarem elo entre Sarney e atos secretos."
0,1,0,1,1,1,0,"'Ele tava drogado', diz idosa estuprada junto com a filha na Grande Natal. Aconteceu em Parnamirim. suspeito do crime, um ex-presidiário, foi detido. Vítimas têm 60 anos e 31 anos. Filha foi obrigada a amarrar a própria mãe."
0,0,0,0,1,1,0,"Perito particular questiona imagens de acidente com ex-deputado no PR: Família de vítima contratou profissional para fazer simulação da colisão. Segundo ele, alguns segundos do filme do acidente foram removidos."
0,0,0,0,0,0,1,"Líderes da Câmara fecham acordo para votar projetos 'ignorando' MPs: Casa irá convocar sessões para votar matérias mesmo com MPs na fila. Posição é respaldada em liminar do Supremo Tribunal Federal."
0,1,1,0,0,1,0,"Sistema Cantareira atinge a pior marca histórica: 15,5%. Pelo terceiro dia consecutivo, o índice que mede o volume de água armazenado no Sistema Cantareira registrou a pior marca histórica."
0,0,0,0,0,0,1,"EUA e China se comprometem a estender diálogo econômico: Países tiveram encontro sobre economia, em Washington. Americanos pediram liberalização do setor financeiro aos chineses."
0,0,1,0,0,1,0,"Quadrilha faz arrastão em prédio de bairro nobre de Caxias do Sul (RS): Ladrões amarraram reféns na garagem e entraram em cinco apartamentos. O bando ficou cerca de três horas no prédio."
0,1,0,0,1,1,0,"Defesa de Mohammed pede condenação com pena branda para crime 'brutal': Advogado George Hidasi alega que réu é semi-imputável por psicopatia. Ele disse que tem vontade de estrangular o cliente pelo crime cometido."
0,0,1,0,1,0,0,"Polícia busca homem armado que matou três policiais no Canadá. Jovem teria aberto fogo na cidade de Moncton, no litoral leste do país. Polícia solicitou aos moradores da região que não saiam às ruas."
0,1,0,0,1,0,1,"Virgílio terá de devolver mais de R$ 210 mil ao Senado: Valor se refere a salário pago a assessor que estudava na Espanha. Líder tucano informou que fez depósito de R$ 60,6 mil na segunda-feira."
0,1,0,0,0,1,0,"Novo ataque de grupo armado com facas deixa 4 mortos na China. Uma das vítimas é um agressor, morto pela polícia. Prefeito de Changsha não considera caso um ato terrorista."
0,0,0,0,1,0,1,"Cientistas encontram esqueleto do rei Ricardo III. Cientistas disseram que encontraram restos mortais de 500 anos do rei da Inglaterra Ricardo III embaixo de uma estacionamento na cidade de Leicester."
1,0,0,0,1,0,0,"Trégua na Faixa de Gaza entra em vigor às 17h, diz Egito. Um funcionário palestino no Cairo disse à Associated press que o Egito será o fiador da trégua."
1,0,0,0,1,0,0,"Entre Amazônia e Andes, ruínas revelam civilização anterior aos incas: Chachapoyas construíam casas redondas no alto das montanhas. Estudiosos tentam descobrir como cidades desapareceram."
1,0,0,0,0,0,0,"Ceará libera mais R$ 1,1 milhão a cidades atingidas pela chuva: Dinheiro beneficiará Acaraú, Itarema, Marco, Pacujá e Quixeramobim. Devem ser comprados cobertores, cestas básicas e outros produtos."
0,0,0,0,1,0,0,"Mulher cai em cima de crocodilo e animal é hospitalizado na Rússia. Incidente ocorreu em van de circo a caminho da cidade de Murmansk. Russa de 120 kg caiu em cima do réptil após manobra brusca do veículo."
0,0,0,0,0,0,1,"Crimeia aumenta medidas de segurança às vésperas de referendo. População local vai escolher se quer ou não aderir à Rússia no domingo. Cerca de 1,5 milhão de pessoas devem votar no referendo."
0,0,0,0,1,0,1,"‘Justiça brasileira existe e se fez valer’, diz Protógenes: Delegado da PF comentou arquivamento do processo do juiz De Sanctis. Em festa de 1º de Maio, ele disse que está na 'iminência' do desemprego."
0,0,0,0,0,1,0,"Chuvas condenam 150 casas em Duque de Caxias. Pelo menos 40 casas estão condenadas em Duque de Caxias, na Baixada Fluminense, por causa da enxurrada de quinta-feira (3), que matou duas pessoas na cidade."
0,1,0,1,0,1,0,"Homem é preso por abusar de enteado portador de necessidades especiais. Ele era procurado por mandado de prisão preventiva como suspeito de abusar de um enteado de 15 anos portador de necessidades especiais."
0,1,0,0,0,0,1,"PSDB protocola três representações contra Sarney no Conselho de Ética: Medidas têm base nas denúncias já apresentadas por Arthur Virgílio (AM). Presidente do Senado responde agora a nove ações por quebra de decoro."
0,1,0,0,0,1,0,"Não quero morrer, gritavam crianças em escola onde aconteceu massacre nos EUA. 20 crianças e sete adultos foram mortos por atirador, que depois se matou."
0,1,0,0,0,1,0,"Servidores aposentados são vítimas de quadrilha de estelionatários no RJ. Criminosos prometem ajuda para que vítimas recebam benefícios. Um aposentado depositou R$ 7 mil numa conta da quadrilha."
0,0,0,0,0,1,1,"Candidato à Presidência do Irã diz que falará com EUA de posição 'superior': Mohsen Rezaei é definido como candidato 'conservador moderado'. Ele é ex-comandante do Corpo dos Guardiães da Revolução Islâmica."
1,0,0,0,0,0,0,"Táxis de Maceió ganham biblioteca móvel em parceria com editora. Projeto Bibliotáxi permite que o passageiro leve um livro para casa. Passageiros encontram dois exemplares dentro dos táxis."
0,0,0,0,1,0,0,"Indianos engolem peixe vivo contra asma: Receita teria sido passada por guru a família no século 19. Animal é ingerido junto com ervas medicinais."
0,1,0,0,1,1,0,"Fotos de abusos que Obama não quer publicar incluem estupros, diz jornal: Reportagem cita general como fonte. Segundo ele, só as descrições das imagens já são chocantes."
0,0,0,0,0,1,0,"Chega a 7 o número de mortos em desabamento de prédios em NY. Nove pessoas ainda são procuradas nos escombros. Acidente deixou pelo menos 70 feridos em Manhattan."
1,0,0,0,0,0,0,"CNJ proíbe magistrados de usar carros oficiais nos fins de semana e feriados: Resolução também veta o uso dos veículos por familiares de juízes. Regra é válida para todo o Judiciário, menos ministros do STF."
0,0,0,0,1,0,0,"Presidente do Egito amplia o próprio poder por decreto. As emendas blindam qualquer tentativa do judiciário de dissolver o painel constituinte e além disso reabrem os julgamentos dos ex-funcionários públicos do regime de Hosni Mubara"
0,1,0,0,1,1,0,"Presa é assassinada dentro de cela de presídio feminino em Cuiabá. Mulher de 35 anos foi achada morta na Penitenciária Ana Maria do Couto. Presa respondia por homicídio contra um taxista, crime de 2008."
0,0,0,0,1,0,1,"Currículo proposto por MEC 'é ideia minha', diz Paulo Renato: 'Estão reinventando o que já está inventado', disse o secretário de SP. Segundo ele, as propostas constam de resolução de 1998 do CNE."
0,0,0,0,0,1,0,"Explosão em Tel-Aviv deixa dez pessoas feridas. A explosão de um ônibus em Tel-Aviv, em Israel, deixou dez pessoas feridas nesta quarta-feira, de acordo com informações do serviço de emergências israelenses."
0,0,0,1,0,1,0,"Presa, mãe confessa ter espancado criança de 3 anos em GO, diz polícia. Agressão teria ocorrido porque filha vomitou e limpou o chão com a roupa. Menina teve perfuração no intestino e está internada em estado grave."
0,0,1,0,0,1,0,"Vacina contra tuberculose é perigosa demais para bebês com vírus da Aids: Conclusão é de estudo feito pela OMS na África do Sul, onde HIV é comum. Imunização não só não traz proteção como pode matar criança."
0,0,0,0,1,1,0,"Corpo de dentista de Caiabu chega ao Brasil. enterro será nesta quinta. Luana Pinheiro Golim Camargo foi morta em Lisboa. marido é suspeito. Velório será às 8h, na Igreja Matriz de Santo Antônio."
0,0,0,0,0,0,1,"Lula se diz favorável a corte permanente do IPI para carros: Ele disse que Dilma, se eleita, não abandonará pilares do governo atual. Presidente concedeu entrevista exclusiva à agência de notícias Reuters."
0,0,0,0,1,1,1,"Obama diz que PIB do 2º trimestre deve mostrar retração da economia: Números serão divulgados nesta sexta-feira. Presidente diz que desemprego ainda é problema 'enorme'."
0,1,1,0,0,0,1,"Arábia Saudita reafirma embargo à carne após caso de vaca louca em MT. Desde 2012 país não compra o produto brasileiro, desde caso no PR. Episódio em Mato Grosso levou dois países a restringirem compras."
0,1,1,0,1,0,0,"Motorista de ônibus é flagrado lendo jornal enquanto dirigia na Bélgica. Vídeo foi postado no dia 29 de novembro no YouTube. Usuário destacou que o comportamento do motorista era grave."
